title,link,price,Img,Description,Bottle Size,Alcohol/Vol:,Made In:,By:,Sugar Content:,Sweetness Descriptor:,Style:,Varietal:,Release Date:,This is a VQA wine,This is a Kosher product.
Gevrey Chambertin 1er Cru les Cherbaudes 2014,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/gevrey-chambertin-1er-cru-les-cherbaudes-2014-314954,$153.20,/content/dam/lcbo/products/314954.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The approach here is manual harvesting, sorting at the cuvérie, 4 to 5 days of cool but not cold soaking, natural yeasts and a relatively long 3 week fermentation. Typically, the new wine is settled for 24 hours and transferred to cask, of which 30 to 50% is new. After 12 to 15 months of élevage with no racking, the wines are racked, assembled and bottled without fining or filtration. Cherbaudes is nestled between Mazis-Chambertin and Clos de Beze, so not too shabby there. The wine is just gorgeous.",750 mL bottle,13.5%,"Burgundy, France",Diva,,,,Pinot Noir,,,
Luigi Bosca D.O.C. Malbec 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/luigi-bosca-doc-malbec-2016-74922,$29.95,/content/dam/lcbo/products/074922.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A complex malbec that shows violets, blueberries, strawberries, chocolate and hazelnuts. Hints of licorice too. Medium to full body, firm and well-integrated tannins and a deep and precise finish. Drink now or hold. Score - 93. (James Suckling, jamessuckling.com, April 5, 2018)",750 mL bottle,14%,"Mendoza, Argentina",Leoncio Arizu S.A.,3 g/L,XD - Extra Dry,Full-bodied & Smooth,Malbec,"October 12, 2019",,
Perrin C Ladoix Les Briquottes 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/perrin-c-ladoix-les-briquottes-2016-366905,$53.30,/content/dam/lcbo/products/366905.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Beautiful garnet colour with purple reflections. On the nose, the bouquet opens with red fruits (raspberry, strawberry, blackcurrant) and jam. The palate is soft, fruity and elegant, with silky tannins and a round texture. This wine is certified organic.",750 mL bottle,12.5%,"Burgundy, France",Diva,,,,Pinot Noir,,,
Perrin C Aloxe Corton Les Boutieres 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/perrin-c-aloxe-corton-les-boutieres-2016-368331,$69.40,/content/dam/lcbo/products/368331.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Dark ruby in colour. Aromas of little red fruit (cherry, raspberry) when young, after a few years it develops aromas of prune, pistachio nuts and truffle. A very rich wine that will benefit from mid-term aging (at least 6 years). This wine is certified organic.",750 mL bottle,12.5%,"Burgundy, France",Diva,,,,Pinot Noir,,,
Domaine du Crêt de Bine Cuvée de François 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/domaine-du-cr%C3%AAt-de-bine-cuv%C3%A9e-de-fran%C3%A7ois-2017-365634,$32.25,/content/dam/lcbo/products/365634.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Wonderfully round and delicious Beaujolais made from 100% Gamay. Lots of fruit and minerality drive the palate, with fresh acidity bolstering the structure. Drinking great now and will last years. Good on it's own and better with food. Certified Organic & Biodynamic.",750 mL bottle,12.5%,"Burgundy, France",Scea Subrin Et Associes - Domaine D,,,,Gamay,,,
Fox Creek Red Baron Shiraz 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/fox-creek-red-baron-shiraz-2017-879742,$26.40,/content/dam/lcbo/products/879742.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"McLaren Vale is best known for its Shiraz with its premium quality and generous fruit style. The Red Baron Shiraz showcases a rich front palate of plums and red cherries, which lead to a strawberry and cream mid palate. Fruit is complemented by hints of roasted nuts and dark chocolate and fresh, vibrant and youthful tannins that complete the experience with an injection of textural and structural oak on the finish.",750 mL bottle,14.5%,"South Australia, Australia",Fox Creek,,,,Shiraz/Syrah,,,
Cantina del Pino Langhe Nebbiolo 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/cantina-del-pino-langhe-nebbiolo-2017-869032,$31.70,/content/dam/lcbo/products/869032.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The Langhe Nebbiolo is made predominantly from a parcel in Ovello that yields slightly bigger and juicier grapes, plus the second selection of fruit from the estate's other vineyards. It sees a shorter period of contact with the skins and is made in a style that emphasizes fruit.",750 mL bottle,14%,"Piedmont, Italy",Cantina Del Pino,,,,Nebbiolo Blend,,,
Cantina del Pino Barbaresco Albesan 2014,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/cantina-del-pino-barbaresco-albesan-2014-868992,$72.80,/content/dam/lcbo/products/868992.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"94 points Wine Advocate 'Cantina del Pino chooses to release its Barbarescos one year later than its peers. The 2014 Barbaresco Albesani is distinguished by a very fine and tightly knit texture that bodes very well for its future aging potential. The wine promises to reward more intensity and elegance as it moves forward in time. But even now, at this young stage in its life, this is an elegant and approachable expression of Nebbiolo.'",750 mL bottle,14%,"Piedmont, Italy",Cantina Del Pino,,,,Nebbiolo Blend,,,
Puente Austral Gran Reserva Cabernet Sauvignon 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/puente-austral-gran-reserva-cabernet-sauvignon-2016-10593,$19.95,/content/dam/lcbo/products/010593.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This generous cabernet sauvignon has very attractive aromas of redcurrants and blackcurrants with hints of plums and smoke. Very satisfying balance of ripe tannins and full body, the finish long and quite velvety. Drink or hold. Score - 92. (jamessuckling.com, April 5, 2019)",750 mL bottle,14.6%,"Colchagua Valley, Chile",Comercial Puente Austral Wines,3 g/L,XD - Extra Dry,Full-bodied & Firm,Cabernet Sauvignon/Malbec,"November 14, 2020",,
Bera Barolo DOCG 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/bera-barolo-docg-2015-230580,$64.15,/content/dam/lcbo/products/230580.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"An elegant, austere, noble wine, obtained from Nebbiolo grapes cultivated in the town of Castiglione Falletto. This Barolo displays a garnet red colour and is ethereal and spicy, very persistent, with light notes of vanilla, cocoa, coffee, licorice and hints of truffle. A full-bodied well-balanced wine with a long finish.",750 mL bottle,14%,"Piedmont, Italy",Bera Azienda Agricola,,,,Nebbiolo,,,
Monferrato Dolcetto Sponde DOC 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/monferrato-dolcetto-sponde-doc-2018-465277,$21.25,/content/dam/lcbo/products/465277.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Made with 100% Dolcetto grapes, this wine is garnet in colour with aromas of red fruits. Lightly tannic and moderately acidic, rounded and balanced on the palate. Pairs nicely with entrees, white meats and medium-ripe cheeses.",750 mL bottle,12.5%,Italy,Bocchino Giuseppe Azienda Agricola,,,,Dolcetto,,,
Chateau Lazaridi Red 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/chateau-lazaridi-red-2016-197748,$25.05,/content/dam/lcbo/products/197748.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A charming blend of deep red color which combines Merlot's sweet fruity aromas with the density of Cabernet Sauvignon and Sangiovese's finesse. With a pleasant nose of red berries and aromas of mocha and violet which is a feature of Drama's biodiversity. Well-structured wine with elegant and delicious tannins and a long aftertaste of sugared fruits and mint. This fruity and spicy blend is the result of twelve months aging in oak barrels. Perfect Pairing: With grilled meats, red meats and game cooked with intricate sauces.",750 mL bottle,15%,"Macedonia, Greece",Nico Lazaridis W.I.A.C. S.A. W,,,,Cabernet Sauvignon/Merlot,,,
Maison Louis Jadot Clos de la Barre Monopole Volnay 1er Cru 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/maison-louis-jadot-clos-de-la-barre-monopole-volnay-1er-cru-2018-964239,$110.00,/content/dam/lcbo/products/964239.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Another success is the 2018 Volnay 1er Cru Clos de la Barre Monopole (Maison Louis Jadot), offering up aromas of cassis, red plums, baking chocolate and earthy forest floor. On the palate, it's medium to full-bodied, with good concentration, lively acids and chalky tannins. Score - 90-92+. (William Kelley, robertparker.com, Jan. 9, 2020)",750 mL bottle,13%,"Burgundy, France",Maison Louis Jadot,2 g/L,XD - Extra Dry,Medium-bodied & Fruity,Pinot Noir,"November 12, 2020",,
Puelles Reserva 2009,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/puelles-reserva-2009-10720,$19.95,/content/dam/lcbo/products/010720.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The 2009 Reserva felt riper and headier than the image I had of the 2008. It had a savory and developed profile, with an orange border and tertiary aromas. The palate revealed some rustic tannins and an earthy touch, a dry, somehow austere finish. They produced 10,000 bottles, which were filled in the summer of 2011, so the wine has had enough time in bottle to be ready by now. Drink Date: 2018-2022.  Score - 90. (Luis Gutiérrez, robertparker.com, Feb. 28, 2018)",750 mL bottle,14.3%,"Rioja, Spain",Jesus Puelles Fernandez Y Uno,2 g/L,XD - Extra Dry,Full-bodied & Firm,Tempranillo/Grenache,"August 31, 2019",,
Ambrogio e Giovanni Folonari Nozzole Chianti Classico Riserva 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ambrogio-e-giovanni-folonari-nozzole-chianti-classico-riserva-2015-11109,$24.95,/content/dam/lcbo/products/011109.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This ripe Chianti Classico shows aromas of strawberries, cherries and red plums. Hints of earth, too. Full body, juicy tannins and a medium-deep finish. Delicious now, but it will be better in 2020. Score - 94. (James Suckling, jamessuckling.com, Jan. 22, 2019)",750 mL bottle,14%,"Tuscany, Italy",Ambrogio E Giovanni Folonari Tenute,3 g/L,XD - Extra Dry,Full-bodied & Firm,Chianti,"August 8, 2020",,
Domaine Chevrot Maranges 1er Cru 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/domaine-chevrot-maranges-1er-cru-2017-896893,$81.60,/content/dam/lcbo/products/896893.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Loaded on the nose with blackcurrant buds and preserved red fruit, this wine is well balanced with an elegant spice.",750 mL bottle,13%,"Burgundy, France",That's Life Gourmet Ltd,,,,Pinot Noir,,,
Domaine Chevrot Haute Cotes de Beaune 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/domaine-chevrot-haute-cotes-de-beaune-2017-896752,$52.25,/content/dam/lcbo/products/896752.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Notes of bright Morello cherry and strawberry on the nose, developing to darker fruit such as blackcurrant, liquorice and with a touch of spice on the finish.",750 mL bottle,13%,"Burgundy, France",That's Life Gourmet Ltd,,,,Pinot Noir,,,
Zanatta Cannonau di Sardegna Riserva 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/zanatta-cannonau-di-sardegna-riserva-2015-173343,$40.95,/content/dam/lcbo/products/173343.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,Bright lemon yellow with green reflections. Jasmine and wild flowers. Rich with lemon zest and golden apple with a smooth finish.,750 mL bottle,14.5%,"Sardinia, Italy",D.I.V.I Srl,,,,Cannonau (Grenache),,,
Mettler Cabernet Sauvignon 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/mettler-cabernet-sauvignon-2016-573989,$39.15,/content/dam/lcbo/products/573989.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Inviting aromas of dark cherry, cola, cedar, mineral and earth followed by a graceful mingling of cherry, cranberry and sweet oak flavours with a whisper of vanilla. On the palate, the rich mouthfeel is moderated by juicy acidity, and the long finish is reminiscent of a fine Bordeaux. This elegant and poised Cabernet is accessible now, and its structure and complexity will see it through many years of aging.",750 mL bottle,14.5%,"California, USA",Mettler Family Vineyards,,,,Cabernet Sauvignon,,,
Gabriëlskloof The Landscape Series Cabernet Franc 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/gabri%C3%ABlskloof-the-landscape-series-cabernet-franc-2017-11092,$50.00,/content/dam/lcbo/products/011092.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Now into its third vintage, Gabriëlskloof's Cabernet Franc has established itself as one of the best examples of the grape in the country. Refreshing and perfumed, it's Loire-like in terms of weight and structure, with herbal, black cherry and cut grass intensity and medium weight tannins. Drink date: 2020-2027. Score - 94. (Tim Atkin, MW, timatkin.com, South Africa Special Report 2019)",750 mL bottle,14%,"Western Cape, South Africa",Botriver Hills Trading (Pty) Ltd,2 g/L,XD - Extra Dry,Full-bodied & Firm,Cabernet Franc,"May 6, 2021",,
Luce Lux Vitis 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/luce-lux-vitis-2017-10619,$385.00,/content/dam/lcbo/products/010619.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Wow. This is really well crafted with rich fruit and polished tannins. It's full and layered with ripe fruit and lots of chocolate, berry, walnut and currant flavors. Excellent finish. Triumph for the vintage. Drink after 2022. Score - 97. (James Suckling, jamessuckling.com, June 22, 2020)",1500 mL bottle,13.5%,"Tuscany, Italy",Luce della Vite,,XD - Extra Dry,Full-bodied & Firm,Cabernet Sauvignon/Sangiovese,"November 5, 2020",,
Inglenook Cabernet Sauvignon 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/inglenook-cabernet-sauvignon-2016-29553,$138.00,/content/dam/lcbo/products/029553.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The base cuvée is the 2016 Cabernet Sauvignon, which is 82% Cabernet Sauvignon, 7% Cabernet Franc, 6% Merlot, 4% Petit Verdot, and 1% Malbec sourced all from Rutherford. It has a classic, Saint Julien-like bouquet of crème de cassis, tobacco lead, damp earth, and spice that gives way to a full-bodied, concentrated, textured Cabernet that hits all the right marks. The top Rubicon release has a touch more elegant and precision, but this isn't far off. Drink this stunner any time over the coming 20 years or more. Maturity: 2020-2040. Score - 94. (jebdunnuck.com, Jan. 31, 2020)",750 mL bottle,14.5%,"California, USA",Inglenook Vineyards,2 g/L,XD - Extra Dry,Full-bodied & Firm,Cabernet Sauvignon,"November 5, 2020",,
Rippon Mature Vine Pinot Noir 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/rippon-mature-vine-pinot-noir-2016-11911,$65.00,/content/dam/lcbo/products/011911.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This is such profoundly complex pinot with violets, dark cherries, plums, blueberries, graphite, black tea, peppery nuances, licorice and woody spices, all taking a role on the nose. The palate has such density and precision, delivering a powerfully composed and profoundly concentrated core of blueberry and dark-cherry flavor in a layered and refined style. Such impressive depth and character. From biodynamically grown grapes. Drink or hold. Score - 97. (jamessuckling.com, Oct. 16, 2019)",750 mL bottle,13.4%,"Central Otago, New Zealand",Rippon Vineyard & Winery,2 g/L,XD - Extra Dry,,Pinot Noir,"May 6, 2021",,
Grosset Nereus 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/grosset-nereus-2015-10795,$54.00,/content/dam/lcbo/products/010795.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Made from estate-grown shiraz with a small amount of nero d'Avola, it has a bright crimson-purple hue, the fragrance a mix of exotic spices and perfumes, the palate a juicy mix of red and darker fruits, the tannins positive, the finish long and balanced. Drink by: 2030. Special Value. Score - 96. (James Halliday, winecompanion.com.au, July 1, 2018)",750 mL bottle,13.7%,"South Australia, Australia",Inland Trading Co.,6 g/L,XD - Extra Dry,,Shiraz Blend,"December 5, 2019",,
Massetino 2018,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/massetino-2018-10329,$350.00,/content/dam/lcbo/products/010329.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Massetino was first produced in 2017, the same year that Masseto unveiled their amazing new winery. Unlike the 100% Merlot flagship wine, Massetino includes some Cabernet Franc. Expect a powerful, polished red, with notes of black cherry, spice, tobacco and mineral. The inaugural 2017 vintage received a score of 95+ from Monica Larner in robertparker.com on May 21, 2020.",750 mL bottle,14%,"Tuscany, Italy",Tenuta dell'Ornellaia,3 g/L,XD - Extra Dry,Full-bodied & Firm,Merlot,"February 4, 2021",,
Thorn-Clarke Shotfire Quartage 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/thorn-clarke-shotfire-quartage-2016-24091,$19.25,/content/dam/lcbo/products/024091.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A blend of cabernet sauvignon, cabernet franc, petit verdot and merlot. Elegant red wine with dark berry, cherry and spicy oak flavours. A fine-boned wine with good underlying power. It offers value at this price. Drink date: 2018 to 2023. Score - 91. (Bob Campbell, MW, therealreview.com, Dec. 9, 2018)",750 mL bottle,14%,"South Australia, Australia",Henri Boillot,4 g/L,XD - Extra Dry,Full-bodied & Smooth,Cabernet Sauvignon Blend,"September 28, 2019",,
Barahonda Barrica Monastrell/Syrah 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/barahonda-barrica-monastrell-syrah-2016-378869,$17.95,/content/dam/lcbo/products/378869.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"An attractive, smooth and rich red with plenty of spice-dusted dark berries, as well as a swathe of fine, juicy tannins. Plums and blueberries abound. From organically grown grapes. Drink through the next 5 years. Score - 92. (James Suckling, jamessuckling.com, Aug. 2, 2018)",750 mL bottle,14.5%,"Yecla, Spain","Senorio De Barahonda, S.L.",5 g/L,D - Dry,Full-bodied & Smooth,Monastrell (Mourvèdre) Blend,"January 11, 2020",,
Colgin IX Estate Red 2014,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/colgin-ix-estate-red-2014-10907,$950.00,/content/dam/lcbo/products/010907.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"From their steep hillside vineyards on Pritchard Hill, the 2014 Proprietary Red IX Estate is an old-fashioned Médoc blend dominated by Cabernet Sauvignon, but with some Cabernet Franc (rarely seen in the Médoc these years) as well as Merlot and Petit Verdot. Striking aromatics of violets, forest floor, loamy soil nuances, blueberry, black raspberry and blackberry soar from the glass of this spectacular 2014. The acidity seems reasonable but on the lower side, the texture is magnificent, and the overall purity and equilibrium flawless. This is a wine pushing, even demanding, a three-digit score once again, but I'm holding back - at least for now. This magnificent effort from Colgin should drink beautifully for 25-30 years. Drink date: 2016-2046. Score - 98+. (Robert Parker Jr., robertparker.com, Oct. 28, 2016)",750 mL bottle,14%,"California, USA","Colgin Cellars, Llc",,XD - Extra Dry,Full-bodied & Firm,Cabernet Sauvignon Blend,"May 6, 2021",,
Colgin IX Estate Red 2012,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/red-wine-14001/colgin-ix-estate-red-2012-10905,$950.00,/content/dam/lcbo/products/010905.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The 2012 IX Proprietary Red Estate, which comes from their gorgeous hillside vineyards overlooking Lake Hennessey high on Pritchard Hill, is a blend of 62% Cabernet Sauvignon, 19% Merlot, 11% Cabernet Franc and 8% Petit Verdot. Absolutely spectacular aromatics of spring flowers, blueberry, blackberry and blackcurrant fruit intermixed with creosote, graphite and floral notes are followed by a wine of great depth, elegance, richness and purity. Simply loaded, but with pristine harmony and equilibrium, this is a sensational tour de force and a great tribute to this spectacular hillside site on Pritchard Hill. Drink it over the next 25-35 years. Drink date: 2015-2050. Score - 99. (Robert Parker Jr., robertparker.com, Oct. 29, 2015)",750 mL bottle,14%,"California, USA","Colgin Cellars, Llc",,XD - Extra Dry,Full-bodied & Firm,Cabernet Sauvignon Blend,"May 6, 2021",,
Colgin IX Estate Syrah 2014,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/colgin-ix-estate-syrah-2014-10908,$525.00,/content/dam/lcbo/products/010908.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Incredible aromas of grilled meat, blackberries, rose petals and black velvet. Medium to full body and ultra-velvety tannins - even if this doesn't show at first. It lags for five or six seconds and then grows and grows. Linear structure.  Score - 97. (jamessuckling.com, May 5, 2017)",750 mL bottle,14%,"California, USA","Colgin Cellars, Llc",,XD - Extra Dry,Full-bodied & Smooth,Shiraz/Syrah,"May 6, 2021",,
Quinta da Soalheira Old Vines,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/quinta-da-soalheira-old-vines-733088,$19.50,/content/dam/lcbo/products/733088.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Dense ruby in colour, this wine displays very intense and fresh aromas with notes of black and red fruits, such as plum and strawberry, enveloped by nuances of eucalyptus. A wine highlighted in the mouth by an excellent balance between its full-bodied structure, velvety tannins and acidity, for a unique elegance and a long and very persistent finish.",750 mL bottle,12.5%,"Douro, Portugal","Sociedade Dos Vinhos Borges, S",,,,Touriga Nacional/Touriga Franca,,,
Prova Cega 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/prova-cega-2017-446054,$12.95,/content/dam/lcbo/products/446054.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This wine blends 50% Touriga Nacional with equal parts Touriga Franca and Tinta Roriz (Tempranillo). It's silky and ripe with good intensity of dark cherry, licorice and sweet spices, and an elegantly structured finish. An outstanding value, and a good choice for meaty fare. (Vintages panel, April 2019)",750 mL bottle,14%,"Douro, Portugal",Quinta de Curvos,4 g/L,XD - Extra Dry,Full-bodied & Smooth,Touriga Nacional Blend,"January 25, 2020",,
Poderi Elia Barbaresco DOCG Serracapelli 2012,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/-poderi-elia-barbaresco-docg-serracapelli-2012-893346,$43.35,/content/dam/lcbo/products/893346.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Stunningly elegant Barbaresco. Bouquet offers tones of red currant and Morello cherry over a layer of toasty oak; the structure is marble-solid, with fine grained tannins. Long exotic fruity aftertaste. Silver medal International Wine Challenge 2016. Commended by Decanter 2016. Silver medal International Wine Challenge 2016. Commended by Decanter 2016.",750 mL bottle,14%,"Piedmont, Italy",Poderi Elia S.S.,,,,Nebbiolo,,,
Xavier Vignon Cuvée Anonyme Châteauneuf-du-Pape 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/xavier-vignon-cuv%C3%A9e-anonyme-ch%C3%A2teauneuf-du-pape-2015-393421,$65.95,/content/dam/lcbo/products/393421.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Xavier Vignon is one of the Rhône's leading winemaking consultants, and so it's no surprise he had access to some great fruit for his 2015 Chateauneuf du Pape Cuvee Anonyme. Tellingly, the blend entirely omits Syrah, containing 60% Grenache, 25% Mourvèdre, 8% Counoise, 4% Vaccarèse and 3% Muscardin. Floral notes and ripe cherries appear along [with] licorice and vanilla (one-fourth of the wine was matured in new barriques), yet this is no drink-now version of CdP. This full-bodied wine boasts broad shoulders, a plush, creamy center and a muscular finish loaded with ripe tannins and spice. Give it a few years to mellow, and drink it over the next 15. Drink date: 2020-2035. Score - 94. (Joe Czerwinski, robertparker.com, Oct. 31, 2017)",750 mL bottle,14.5%,"Rhône, France",Xavier Vins,2 g/L,XD - Extra Dry,Full-bodied & Smooth,Grenache Blend,"October 26, 2019",,
Bibbiano Chianti Classico Gran Selezione Vigna del Capannino 2011,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/bibbiano-chianti-classico-gran-selezione-vigna-del-capannino-2011-462399,$65.10,/content/dam/lcbo/products/462399.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,90 points Wine Advocate 'The 2011 Chianti Classico Gran Selezione Vigna del Capannino is a single vineyard expression that opens to brooding dark fruit and a great level of aromatic intensity. This is a luscious and generous Sangiovese-based red with dark fruit flavors followed by pretty layers of spice and tobacco.',750 mL bottle,14.5%,Italy,Tenuta Di Bibbiano,,,,Sangiovese,,,
Portao de Cima Red,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/portao-de-cima-red-513407,$11.15,/content/dam/lcbo/products/513407.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Red in colour, this wine is young, intense and elegant with notes of red fruit. On the palate, good volume, balanced tannins and a lingering finish.",750 mL bottle,13.5%,"Douro, Portugal",Maria Helena Sousa Alves,,,,Touriga Franca Blend,,,
Saint Mont Les Vieilles Vignes 2014,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/saint-mont-les-vieilles-vignes-2014-10316,$19.95,/content/dam/lcbo/products/010316.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"One year in barrel and some bottle aging has given this generous wine structure and density. Old vines are not uncommon here and this one is a blend of Tannat, Cabernet Sauvignon and Pinenc. Spice, ripe tannins and full-throttle black fruits are joined by a mineral texture and acidity, making for a rich wine with further aging potential. Drink from 2019. Score - 91. (Roger Voss, Wine Enthusiast, Nov. 1, 2018)",750 mL bottle,14.3%,"Southwest, France",Plaimont,2 g/L,XD - Extra Dry,Full-bodied & Smooth,Tannat Blend,"September 28, 2019",,
Calmel & Joseph Saint Chinian 2015,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/calmel-joseph-saint-chinian-2015-10623,$13.75,/content/dam/lcbo/products/010623.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"It is brightly expressed on the nose showing dark plum, mulberry, floral, thyme and roasted beet characters. The palate is succulent and beautifully fruited, offering plump mouthfeel and fine tannins, leading to a lingering silky finish. A lovely fruit-expressive wine showing immediate appeal. At its best: now to 2019.  Score - 91. (Sam Kim, wineorbit.co.nz, Feb. 2018)",750 mL bottle,14.2%,"Languedoc, France",Calmel + Joseph,4 g/L,XD - Extra Dry,Full-bodied & Smooth,Grenache Blend,"October 12, 2019",,
Caparzo Rosso di Montalcino 2016,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/caparzo-rosso-di-montalcino-2016-333575,$15.75,/content/dam/lcbo/products/333575.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Bright and fresh, boasting cherry, raspberry, earth and iron flavors. Balanced, with a burst of energy on the finish. Drink now.  Score - 90. (Bruce Sanderson, winespectator.com, Oct. 31, 2018)",750 mL bottle,13.5%,"Tuscany, Italy",Borgo Scopeto E Caparzo S.R.L. Soc.,4 g/L,XD - Extra Dry,Medium-bodied & Fruity,Sangiovese,"November 9, 2019",,
Nuiton-Beaunoy Beaune 2017,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/nuiton-beaunoy-beaune-2017-447573,$36.95,/content/dam/lcbo/products/447573.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The Nuiton-Beaunoy wine-growing cooperative has been crafting fine Burgundian wines since 1957. This one has good weight and presence on the palate, with red cherry, earth and smoke tones. It's fresh, balanced and beautifully put together. A good option for grilled pork dishes. (Vintages panel, April 2019)",750 mL bottle,13%,"Burgundy, France",Union Des Vignerons Associes Des Mo,2 g/L,D - Dry,Medium-bodied & Fruity,Pinot Noir,"March 7, 2020",,
